Day,Interpolated_T0
176,-1.4694400053237233
177,-1.4645977005964805
178,-1.4560074547196198
179,-1.447417208842759
180,-1.4388269629658985
181,-1.4302367170890378
182,-1.421646471212177
183,-1.4130562253353163
184,-1.4044659794584557
185,-1.395875733581595
186,-1.3872854877047343
187,-1.3786952418278735
188,-1.370104995951013
189,-1.3615147500741522
190,-1.3529245041972915
191,-1.3443342583204307
192,-1.3357440124435702
193,-1.3271537665667095
194,-1.3185635206898487
195,-1.309973274812988
196,-1.3013830289361275
197,-1.2927927830592667
198,-1.2790227261946219
199,-1.2652526693299768
200,-1.251482612465332
201,-1.2366020137278562
202,-1.2217214149903801
203,-1.2068408162529043
204,-1.1919602175154285
205,-1.1801131290980158
206,-1.1714661119858025
207,-1.1694649297817918
208,-1.1645428157273712
209,-1.161117454975719
210,-1.1594762755530994
211,-1.1553858392634586
212,-1.150929022144436
213,-1.1461466500758903
214,-1.1411317275273338
215,-1.1360527683492834
216,-1.1311937785432928
217,-1.1270004848258905
218,-1.1240972739480082
219,-1.1230952032810957
220,-1.1194799844154202
221,-1.1202743495134586
222,-1.115640288129802
223,-1.1158042690583603
224,-1.114413406004081
225,-1.1052219821567584
226,-1.0944710624538145
227,-1.0822273606541084
228,-1.068686228614437
229,-1.0539929467248568
230,-1.0382007519263483
231,-1.0212689183303794
232,-1.0033146066231493
233,-0.9846295023907501
234,-0.9654395823392374
235,-0.9458356976114214
236,-0.9257915293402017
237,-0.9053095696781257
238,-0.8844275327639769
239,-0.8633131063331522
240,-0.8422472435567421
241,-0.8215897486158672
242,-0.8015375268217081
243,-0.782048718264229
244,-0.7629231736379897
245,-0.7439347105901768
246,-0.7249143199812554
247,-0.7057246257532785
248,-0.6862372689248702
249,-0.6663868671617152
250,-0.6461569491911774
251,-0.6256144883280305
252,-0.6048441123350646
253,-0.5839230492225295
254,-0.5630241103990807
255,-0.5424532938212921
256,-0.5226716408178504
257,-0.5042223322799917
258,-0.4876259295643668
259,-0.4733280575287215
260,-0.4616435692377714
261,-0.45269088880439656
262,-0.44647762720056533
263,-0.44289124914473377
264,-0.441650888068816
265,-0.4423966366652199
266,-0.4448147511237193
267,-0.4486206005031743
268,-0.45358846021490423
269,-0.45962036165414133
270,-0.4667613349293546
271,-0.47513679275074794
272,-0.4849626451921645
273,-0.4965803469044411
274,-0.5103526739609563
275,-0.5265032260394998
276,-0.5450308987693085
277,-0.5657097196106642
278,-0.5880540645468658
279,-0.6114760891233588
280,-0.6353930296344519
281,-0.6593593309397017
282,-0.682290068460775
283,-0.7054363688961915
284,-0.7271343941133146
285,-0.7482950416103693
286,-0.7702330440026026
287,-0.7904961739833152
288,-0.8103606171803442
289,-0.8310615909727984
290,-0.8513429121861033
291,-0.8710885788250252
292,-0.8901483259391898
293,-0.9067865641848113
294,-0.9239824564533551
295,-0.9384918353495948
296,-0.9542917521669676
297,-0.969642356573679
298,-0.9831063912488429
299,-0.9981150670167814
300,-1.0119960062167457
301,-1.0270994972628877
302,-1.0419163893109107
303,-1.0567332813589336
304,-1.0715501734069566
305,-1.0864569015747103
306,-1.101363629742464
307,-1.1162703579102178
308,-1.1311770860779715
309,-1.1452331609449196
310,-1.1592892358118676
311,-1.1733453106788156
312,-1.1874013855457637
313,-1.2014574604127117
314,-1.2155135352796598
315,-1.2280010946559141
316,-1.2408616748336407
317,-1.252443548152748
318,-1.263927438483411
319,-1.2754113288140736
320,-1.2868952191447365
321,-1.2960977709334953
322,-1.305300322722254
323,-1.3156419280177183
324,-1.3235349320999732
325,-1.3314279361822283
326,-1.3393209402644832
327,-1.3470086924553046
328,-1.3546964446461258
329,-1.3623841968369472
330,-1.3702341917635923
331,-1.3783530781023028
332,-1.3864719644410133
333,-1.3945908507797238
334,-1.4027097371184345
335,-1.410828623457145
336,-1.4189475097958555
337,-1.4272480384493809
338,-1.435548567102906
339,-1.4438490957564314
340,-1.4521496244099568
341,-1.4604501530634821
342,-1.4687506817170073
343,-1.4770512103705327
344,-1.4853225057448978
345,-1.4934964689154582
346,-1.5016704320860188
347,-1.5098443952565792
348,-1.5180183584271396
349,-1.5261923215977002
350,-1.5343662847682606
351,-1.5423455478795869
352,-1.5503248109909131
353,-1.5583040741022396
354,-1.5662833372135658
355,-1.5740971055598039
356,-1.5819108739060421
357,-1.5897246422522802
358,-1.5974349499428078
359,-1.6049602233369382
360,-1.612485496731069
361,-1.6200107701251993
362,-1.62753604351933
363,-1.6350613169134605
364,-1.6425865903075911
