Day,Interpolated_T0
176,-1.526047737237569
177,-1.5213690841631906
178,-1.5032988643892236
179,-1.4852286446152565
180,-1.4671584248412894
181,-1.4490882050673226
182,-1.4310179852933556
183,-1.4129477655193885
184,-1.3948775457454214
185,-1.3768073259714544
186,-1.3587371061974873
187,-1.3406668864235205
188,-1.3225966666495534
189,-1.3045264468755864
190,-1.2864562271016193
191,-1.2683860073276523
192,-1.2503157875536852
193,-1.2322455677797182
194,-1.2141753480057513
195,-1.1961051282317843
196,-1.1780349084578172
197,-1.1599646886838502
198,-1.1172011062930736
199,-1.0744375239022972
200,-1.0316739415115206
201,-1.0032845676520579
202,-0.9748951937925954
203,-0.9465058199331328
204,-0.9181164460736702
205,-0.8891486264575176
206,-0.8556931727008859
207,-0.8130048613711487
208,-0.7580153002982799
209,-0.7125519274065363
210,-0.7227246813806366
211,-0.7351528937470307
212,-0.7901604552283797
213,-0.843012848149653
214,-0.9280926993221043
215,-1.0043783037406742
216,-1.0639371767852643
217,-1.1043814785370836
218,-1.125462531676437
219,-1.128574072607958
220,-1.1173024867173222
221,-1.0949165181464433
222,-1.0621174294017433
223,-1.0187549777207356
224,-0.964149172266969
225,-0.8985917318397466
226,-0.8243278933072317
227,-0.7471932559701266
228,-0.6735362495642578
229,-0.6064948560177038
230,-0.5474291483027128
231,-0.49772825112494784
232,-0.45848062888905083
233,-0.4290910613335696
234,-0.40654962791113786
235,-0.3869029255886266
236,-0.36762474668395234
237,-0.3495308814073864
238,-0.3349619396751424
239,-0.32422516658251554
240,-0.3134443244880791
241,-0.2978085756614277
242,-0.27456335116970515
243,-0.2426158393610891
244,-0.20196677728715118
245,-0.15320474804451673
246,-0.09891218520614829
247,-0.0433215185037699
248,0.009553516282125182
249,0.05715603403798952
250,0.09950385846325203
251,0.13864302894235178
252,0.1759310737919877
253,0.2106898440654839
254,0.24329898386685955
255,0.276028034861222
256,0.3092055181297752
257,0.34144562787399396
258,0.3705132763828554
259,0.39422254859434325
260,0.4127509161517688
261,0.4294629472561155
262,0.4492870044644254
263,0.47435572964969674
264,0.5023039729496231
265,0.526588316460703
266,0.5397888480902163
267,0.5364253073322175
268,0.5161090845468307
269,0.4815010911916742
270,0.43739105258494776
271,0.38908962224633387
272,0.3399576015589652
273,0.2913396879877595
274,0.24402506323465936
275,0.19782464514295775
276,0.14993323913574277
277,0.09950210290174503
278,0.04954295695276919
279,0.0029963561453708295
280,-0.04018754780551187
281,-0.0804513577300361
282,-0.11855546001428355
283,-0.1576497635052148
284,-0.20174384271149365
285,-0.2517052002805167
286,-0.3052445055277616
287,-0.36027372989743506
288,-0.4154690066113539
289,-0.47029299619042697
290,-0.5239639718009271
291,-0.5751396237423912
292,-0.6242066231068893
293,-0.6668001459005082
294,-0.7137547837305385
295,-0.7552444449924834
296,-0.7965943255249625
297,-0.8344990053191134
298,-0.870617285197779
299,-0.906010122044988
300,-0.9409571235843915
301,-0.9749315614214942
302,-1.0068274940453914
303,-1.0387234266692889
304,-1.070619359293186
305,-1.1058772402784525
306,-1.141135121263719
307,-1.1763930022489855
308,-1.211650883234252
309,-1.2438444796710706
310,-1.276038076107889
311,-1.3082316725447076
312,-1.3404252689815261
313,-1.3726188654183447
314,-1.4048124618551632
315,-1.4295036683024447
316,-1.4574338042929635
317,-1.4797460521947188
318,-1.5008590565890185
319,-1.5219720609833185
320,-1.5430850653776182
321,-1.5600634447260113
322,-1.5770418240744046
323,-1.5865660396370258
324,-1.5941804911609188
325,-1.6017949426848115
326,-1.6094093942087044
327,-1.615404242454601
328,-1.6213990907004971
329,-1.6273939389463936
330,-1.6331034216490419
331,-1.6356152543483602
332,-1.6381270870476787
333,-1.640638919746997
334,-1.6431507524463154
335,-1.645662585145634
336,-1.6481744178449522
337,-1.6490858495343308
338,-1.6499972812237091
339,-1.6509087129130877
340,-1.651820144602466
341,-1.6527315762918446
342,-1.653643007981223
343,-1.6545544396706016
344,-1.6555977998996232
345,-1.6565658332153868
346,-1.6575338665311503
347,-1.6585018998469139
348,-1.6594699331626774
349,-1.660437966478441
350,-1.6614059997942046
351,-1.6622486929129157
352,-1.663091386031627
353,-1.663934079150338
354,-1.6647767722690494
355,-1.6655212000694826
356,-1.6662656278699157
357,-1.6670100556703489
358,-1.6676865038195474
359,-1.6682412163961131
360,-1.668795928972679
361,-1.6693506415492447
362,-1.6699053541258104
363,-1.6704600667023763
364,-1.671014779278942
