Day,NEMO_T0,NEMO_Td
134,-1.6776684162945583,0.7614476355639371
135,-1.6771387874052441,0.7614537274295633
136,-1.6768881781347866,0.7614596154202115
137,-1.6767187411415165,0.7614653178236701
138,-1.6767556775232841,0.7614708231254057
139,-1.6769851831526592,0.7614761584184386
140,-1.67743502608661,0.7614813169295137
141,-1.6776967202794963,0.7614863006906076
142,-1.6776358808936744,0.7614911313761364
143,-1.6776159708869869,0.7614957981488921
144,-1.6776188581154263,0.7615003071048043
145,-1.6775418843688636,0.761504666371779
146,-1.6772423073135574,0.7615088922056285
147,-1.676907664742963,0.7615129812197252
148,-1.676738146564056,0.7615169246088375
149,-1.6764859916834995,0.7615183530883356
150,-1.6762085762517205,0.7615029317411509
151,-1.6758962489407638,0.7614707255905325
152,-1.6757276530923515,0.761436096646569
153,-1.6753531786902198,0.7614014500921423
154,-1.674517568329285,0.7613668638196859
155,-1.6715696654443084,0.7613325796344064
156,-1.6681565164492047,0.7612984417514368
157,-1.6655225563665916,0.7612642049789429
158,-1.6639272483258412,0.7612297589128668
159,-1.6619039496471142,0.7611952755938877
160,-1.6590837332709083,0.7611607638272372
161,-1.65555185798941,0.7611262425780296
162,-1.6506011963918292,0.761091680011966
163,-1.6443406312630093,0.7610570253296332
164,-1.6367798714802182,0.7610222893682393
165,-1.6285576065038811,0.7609874910928986
166,-1.6205230344986092,0.7609526325355876
167,-1.6139549941852176,0.7609177164056085
168,-1.606751606896006,0.7608827806331895
169,-1.5994522838756955,0.7608478191224012
170,-1.5939200679803718,0.7608128291639414
171,-1.5879175421492806,0.7607778249816461
172,-1.581389996512183,0.7607427835464478
173,-1.57748493398058,0.7607077312740412
174,-1.5739247572833095,0.76067265258594
175,-1.5704706475652497,0.7606375759298151
176,-1.5682170427051083,0.760602468116717
177,-1.5673603764895736,0.7605673494664106
178,-1.5657781794153411,0.760532218624245
179,-1.5631387670492303,0.7604970620437101
180,-1.5590281573862865,0.7604618790474805
181,-1.5512826504378483,0.7604266980832274
182,-1.541308262224855,0.7603915022178129
183,-1.5328803591687103,0.7603562792593782
184,-1.526577921776936,0.7603210454637354
185,-1.5209090293481433,0.7602857927029784
186,-1.5124858828454182,0.760250523686409
187,-1.5003507132160252,0.760215244509957
188,-1.487780128059716,0.7601799592375755
189,-1.4763674304403107,0.7601446448401972
190,-1.467578320924578,0.7601093209602616
191,-1.458001633656436,0.760073987597769
192,-1.443580014952298,0.760038625787605
193,-1.4274379174257148,0.7600032612681389
194,-1.4136458342445308,0.7599678832021627
195,-1.4015642700010333,0.7599324888803742
196,-1.3891104264505978,0.759896996346387
197,-1.3765393426192218,0.7598603929985653
198,-1.3637789996533558,0.7598191723227501
199,-1.3447541784623573,0.7597708722407167
200,-1.3201513793961754,0.7597144334153696
201,-1.2924795014591053,0.7596505609425631
202,-1.2679511142958855,0.7595807056535374
203,-1.2478176484462515,0.759506306187673
204,-1.2253896969788034,0.7594281983646479
205,-1.1999232980647478,0.7593467208472165
206,-1.1717424209486564,0.7592617584900423
207,-1.1382869254267807,0.7591720467264002
208,-1.1040636268123214,0.7590755772861567
209,-1.06789605195056,0.758970554579388
210,-1.0340267268956864,0.7588567794723944
211,-0.9955168100362964,0.7587378133427013
212,-0.9471862738197349,0.7586162903092124
213,-0.85421147794816,0.7584941041740504
214,-0.7491244235204468,0.7583717012947256
215,-0.636671536104304,0.7582491358572786
216,-0.5391103096771985,0.7581264302134514
217,-0.4541626454909043,0.7580035836859182
218,-0.36191648810877114,0.7578806206583977
219,-0.29412303903493386,0.7577575573867018
220,-0.2629669915306671,0.7576344162225723
221,-0.23775649356559433,0.7575111842968247
222,-0.2010287012712195,0.7573878832838752
223,-0.1582871131791637,0.7572645409540697
224,-0.10431732815401308,0.7571411417289213
225,-0.0481747241754984,0.7570177059281956
226,-0.028318843707956117,0.7568942369385199
227,0.0026349748388446613,0.7567707320505922
228,0.05017513064828155,0.7566471993923187
229,0.07757128953355653,0.7565236470916055
230,0.12799478671513498,0.7564000900496136
231,0.19887984328871144,0.7562765167518095
232,0.23433517189375286,0.7561529190702871
233,0.2529725248700586,0.7560293288393454
234,0.22016474893637772,0.7559057358991016
235,0.15681041648675656,0.7557821388949048
236,0.17714965748118944,0.7556585446000099
237,0.20260126085887695,0.7555349469184875
238,0.23689032350827394,0.7554113499142907
239,0.26640945871296373,0.7552877610379999
240,0.2900173743094864,0.7551641735163602
241,0.2929114266057852,0.7550405859947205
242,0.2713171374695054,0.7549170018597082
243,0.2848349567502737,0.7547934387217868
244,0.3182169198347577,0.754669885743748
245,0.3500093381113276,0.7545463503761725
246,0.3398282312434809,0.7544228251684796
247,0.3281976161685226,0.7542993182485754
248,0.2573429590476484,0.7541757998141375
249,0.24969554464493332,0.7540522888302803
250,0.260301621470215,0.7539287954568863
251,0.2702820247103428,0.7538053312084891
252,0.2869167989441033,0.7536818893118338
253,0.31490346281949816,0.7535584609616887
254,0.34094097760730774,0.7534350258382884
255,0.3591911300759891,0.7533115880055861
256,0.37423552752568806,0.7531881698153235
257,0.3784462083773366,0.7530647780407559
258,0.3483909625431587,0.7529413862661882
259,0.24795680743610038,0.752817992459644
260,0.21218139586713294,0.7526945979757742
261,0.1971968510509308,0.7525712475180626
262,0.19535787353003076,0.7524479085748846
263,0.19748971470960833,0.7523245703090321
264,0.20765972151501297,0.7522012320431796
265,0.2175408811087656,0.7520778937773271
266,0.22749274823782517,0.7519545561888001
267,0.2309518609324406,0.7518312260508537
268,0.2271040794279041,0.7517079189419746
269,0.2344276130456349,0.7515846301208843
270,0.2417137191855702,0.7514613575556062
271,0.244475480682891,0.7513380741531198
272,0.2413531279769437,0.7512147772041234
273,0.24459544787633009,0.7510914612900127
274,0.24024907814274574,0.7509681582450867
275,0.22576528806881657,0.7508448660373688
276,0.21252033673226833,0.7507216205651109
277,0.2005486835179658,0.750598365610296
278,0.1944129135266974,0.7504750774665312
279,0.17289772401724396,0.7503517927093939
280,0.15864166160563714,0.7502285133708607
281,0.14838188183935488,0.750105232000351
282,0.1411116590667195,0.7499819397926331
283,0.12162495766372966,0.7498586787418886
284,0.09718585424606913,0.7497354312376543
285,0.08030020872709052,0.7496121830560944
286,0.060088205536634756,0.749488924714652
287,0.04092111905779818,0.7493656751784411
288,0.01556353023725337,0.7492424202236262
289,-0.0057996429567193164,0.7491191659461368
290,-0.02968817493268128,0.7489959035407413
291,-0.07312455712335891,0.7488726540045305
292,-0.14892734238749433,0.7487493760206483
293,-0.21785425065599126,0.748626098036766
294,-0.2638682942458123,0.7485028247941624
295,-0.31087062590763553,0.7483795271678404
296,-0.3533954282425713,0.7482562146403573
297,-0.3980087521646557,0.7481328865343874
298,-0.4409184994111801,0.7480095699429512
299,-0.48086480211851923,0.7478862702846527
300,-0.5157643158374161,0.747762988914143
301,-0.5457079035454783,0.7476397055116567
302,-0.5672886787817396,0.747516389597546
303,-0.5939277703392094,0.7473930486223914
304,-0.626919247723859,0.7472697286443277
305,-0.6701737625588631,0.7471464106982405
306,-0.702207019359901,0.7470230534672737
307,-0.7182780216480124,0.7468996698206122
308,-0.7301366966346214,0.7467762821099975
309,-0.7503319285039244,0.7466528896581043
310,-0.781437172201173,0.7465294924649325
311,-0.8472898954461361,0.7464060905304822
312,-0.9288029786327789,0.746282662180337
313,-0.9993922032158951,0.7461592189290307
314,-1.0585177682083229,0.7460357797416773
315,-1.1192391018929153,0.7459123283624649
316,-1.1625002756200988,0.7457888668233698
317,-1.199422848892623,0.7456654018976472
318,-1.2428350895643234,0.7455419261347164
319,-1.291583392126807,0.7454184524037621
320,-1.3307859301567078,0.7452949556437406
321,-1.3554570700587898,0.7451714507558129
322,-1.3835565930810467,0.7450479221614924
323,-1.4079107986441974,0.7449243922125209
324,-1.4454298636008953,0.7448008521036669
325,-1.496066980834665,0.744677296416326
326,-1.559578008179007,0.7445545399730856
327,-1.611882536061879,0.7444400773807005
328,-1.6293382336353432,0.7443511181256988
329,-1.634208388369659,0.7442888136614453
330,-1.6354676952649807,0.7442467795176939
331,-1.6362590722996613,0.7442102039402182
332,-1.6368269257504364,0.7441740747202527
333,-1.6373388320207596,0.7441379475322637
334,-1.6378317403382268,0.7441018162803217
335,-1.6382480124975074,0.7440656836737286
336,-1.6386426769453903,0.7440295659682967
337,-1.6389070358769646,0.7439934265884486
338,-1.6388218598119144,0.7439573014324362
339,-1.6349682340334202,0.7439211715351451
340,-1.6310557892610287,0.7438850416378542
341,-1.6319972785382435,0.7438489178364928
342,-1.633331678550819,0.7438127852298997
343,-1.6340388362777645,0.7437766614285383
344,-1.6347497686229904,0.7437405328858983
345,-1.6362420716162385,0.7437044097618624
346,-1.6386229334206417,0.7436682805418968
347,-1.6409675715298488,0.7436321519992568
348,-1.64265131231012,0.7435960153287108
349,-1.6435675919055939,0.7435598949139769
350,-1.6441352336571133,0.7435237670486624
351,-1.6448618173599243,0.7434876432473009
352,-1.6458698120610467,0.7434515106407079
353,-1.6464779983306754,0.7434153875166719
354,-1.6469526080221966,0.7433792623606595
355,-1.6474831099140232,0.7433431372046471
356,-1.6481295022471198,0.7433070134032856
357,-1.6487343665854683,0.743270877410065
358,-1.6491368854868,0.7432347569953311
359,-1.649663017227732,0.7431986277753656
360,-1.6504334370637763,0.7431624985554002
361,-1.6513348555770413,0.7431263801726428
362,-1.6520693189111249,0.7430902556939558
363,-1.65262744344514,0.7430541305379434
364,-1.6529177334801903,0.7433366497809236
