Day,Max_fluo_obs_fill
299,0.6863943661971831
300,0.6771267605633803
301,0.6678591549295775
302,0.6585915492957747
303,0.6493239436619718
304,0.640056338028169
305,0.6307887323943662
306,0.6215211267605634
307,0.6122535211267606
308,0.6029859154929578
309,0.593718309859155
310,0.5844507042253521
311,0.5751830985915493
312,0.5659154929577465
313,0.5566478873239437
314,0.5473802816901409
315,0.5381126760563381
316,0.5288450704225351
317,0.5195774647887323
318,0.5103098591549295
319,0.5010422535211267
320,0.49177464788732395
321,0.4825070422535211
322,0.4732394366197183
323,0.4639718309859155
324,0.45470422535211263
325,0.44543661971830983
326,0.43616901408450703
327,0.4269014084507042
328,0.4176338028169014
329,0.4083661971830986
330,0.3990985915492957
331,0.3898309859154929
332,0.3805633802816901
333,0.3712957746478873
334,0.36202816901408447
335,0.35276056338028167
336,0.34349295774647887
337,0.334225352112676
338,0.3249577464788732
339,0.3156901408450704
340,0.30642253521126755
341,0.29715492957746475
342,0.28788732394366195
343,0.2786197183098591
344,0.2693521126760563
345,0.2600845070422535
346,0.25081690140845064
347,0.24154929577464784
348,0.23228169014084504
349,0.22301408450704222
350,0.2137464788732394
351,0.2044788732394366
352,0.19521126760563376
353,0.18594366197183093
354,0.17667605633802813
355,0.1674084507042253
356,0.1581408450704225
357,0.14887323943661968
358,0.13960563380281685
359,0.13033802816901405
360,0.12107042253521122
361,0.1118028169014084
362,0.10253521126760559
363,0.09326760563380276
364,0.084
