Date,Mean_Ice_Concentration_12km,DOY,Mean_Ice_Concentration_perc_12km,Mean_Ice_Concentration_perc_3km,Mean_Ice_Concentration_3km
2013-07-27,0.0,204,0.0,2.4632499006754,0.024632499006754
2013-07-28,0.0,205,0.0,3.60217189776188,0.0360217189776188
2013-07-29,0.0,206,0.0,1.78784266984505,0.0178784266984505
2013-07-30,0.0,207,0.0,2.88703482982386,0.0288703482982386
2013-07-31,0.0,208,0.0,2.64865580717785,0.0264865580717785
2013-08-01,0.0,209,0.0,0.807840021189246,0.00807840021189246
2013-08-02,0.0,210,0.0,1.40378757780426,0.014037875778042599
2013-08-03,0.0,211,0.0,1.08594888094292,0.010859488809429201
2013-08-04,0.0,212,0.0,1.69513971659382,0.0169513971659382
2013-08-05,0.0,213,0.0,2.82081843464441,0.0282081843464441
2013-08-06,0.0,214,0.0,1.33757118262481,0.0133757118262481
2013-08-07,0.0,215,0.0,0.768110184081578,0.007681101840815781
2013-08-08,0.0,216,0.0,2.02622169249106,0.020262216924910603
2013-08-09,0.0,217,0.0,1.36405774069659,0.0136405774069659
2013-08-09,0.0,218,0.0,1.29784134551715,0.0129784134551715
2013-08-10,0.0110191082802547,219,1.1019108280254777,2.4632499006754,0.024632499006754
2013-08-11,0.0136942675159235,220,1.3694267515923566,0.701893788902132,0.00701893788902132
2013-08-12,0.0154352441613588,221,1.5435244161358812,2.80757515560852,0.028075751556085198
2013-08-13,0.0142462845010615,222,1.424628450106157,3.66838829294133,0.0366838829294133
2013-08-14,0.0,223,0.0,2.9664945040392,0.029664945040392
2013-08-15,0.0,224,0.0,3.19163024764931,0.0319163024764931
2013-08-16,0.0,225,0.0,2.01297841345517,0.0201297841345517
2013-08-17,0.0,226,0.0,3.62865845583366,0.036286584558336596
2013-08-18,0.0,227,0.0,1.65540987948616,0.0165540987948616
2013-08-19,0.0,228,0.0,0.940272811548139,0.009402728115481391
2013-08-20,0.0,229,0.0,1.45676069394782,0.014567606939478199
2013-08-21,0.0,230,0.0,3.5756853396901,0.035756853396901
2013-08-22,0.0,231,0.0,3.99947026883856,0.0399947026883856
2013-08-23,0.0,232,0.0,2.13216792477817,0.0213216792477817
2013-08-24,0.0,233,0.0,2.13216792477817,0.0213216792477817
2013-08-25,0.0,234,0.0,0.516487882399682,0.00516487882399682
2013-08-26,0.0,235,0.0,2.03946497152695,0.0203946497152695
2013-08-27,0.0,236,0.0,2.52946629585485,0.0252946629585485
2013-08-28,0.0,237,0.0,1.98649185538339,0.019864918553833898
2013-08-29,0.0,238,0.0,1.17865183419414,0.011786518341941402
2013-08-30,0.0,239,0.0,0.993245927691696,0.00993245927691696
2013-09-01,0.0,240,0.0,1.21838167130181,0.012183816713018101
2013-09-02,0.0,241,0.0,1.29784134551715,0.0129784134551715
2013-09-03,0.016348195329087,242,1.634819532908705,3.946497152695,0.03946497152695
2013-09-04,0.0073036093418259,243,0.7303609341825902,2.13216792477817,0.0213216792477817
2013-09-05,0.0110828025477707,244,1.10828025477707,3.53595550258243,0.0353595550258243
2013-09-06,0.0307006369426751,245,3.070063694267516,6.46272016951397,0.0646272016951397
2013-09-07,0.0192781316348195,246,1.9278131634819533,2.95325122500331,0.029532512250033102
2013-09-08,0.0129936305732484,247,1.2993630573248407,2.67514236524963,0.026751423652496296
2013-09-09,0.0125265392781316,248,1.2526539278131634,3.0856840153622,0.030856840153622
2013-09-10,0.0215286624203821,249,2.1528662420382165,2.47649317971129,0.0247649317971129
2013-09-11,0.0234607218683651,250,2.346072186836518,3.13865713150576,0.0313865713150576
2013-09-12,0.0248195329087048,251,2.4819532908704884,2.78108859753675,0.0278108859753675
2013-09-13,0.0274946921443736,252,2.7494692144373674,3.85379419944378,0.0385379419944378
2013-09-14,0.0488959660297239,253,4.889596602972399,4.83379684809959,0.0483379684809959
2013-09-15,0.0576857749469214,254,5.768577494692145,5.3105548933916,0.053105548933915996
2013-09-16,0.0878343949044586,255,8.78343949044586,6.01244868229373,0.0601244868229373
2013-09-17,0.0833757961783439,256,8.337579617834395,5.39001456760693,0.0539001456760693
2013-09-18,0.0987048832271762,257,9.87048832271762,8.97894318633293,0.0897894318633293
2013-09-19,0.1161358811040339,258,11.613588110403397,10.1708382995629,0.10170838299562901
2013-09-20,0.1301273885350318,259,13.012738853503183,8.56840153622037,0.08568401536220369
2013-09-21,0.1484076433121019,260,14.840764331210192,9.70732353330684,0.09707323533306839
2013-09-22,0.1547770700636942,261,15.477707006369426,11.5878691564031,0.115878691564031
2013-09-23,0.1565817409766454,262,15.658174097664544,12.7267911534896,0.127267911534896
2013-09-24,0.161316348195329,263,16.13163481953291,14.4616607071911,0.144616607071911
2013-09-25,0.1864755838641189,264,18.64755838641189,16.3157197722156,0.163157197722156
2013-09-26,0.197728237791932,265,19.772823779193207,20.2357303668388,0.202357303668388
2013-09-27,0.2035244161358811,266,20.35244161358811,18.9378890213216,0.189378890213216
2013-09-28,0.2153503184713376,267,21.53503184713376,20.4211362733412,0.204211362733412
2013-09-29,0.2087261146496815,268,20.872611464968152,24.0762812872467,0.240762812872467
2013-09-30,0.2358386411889596,269,23.583864118895967,24.9503377036154,0.249503377036154
2013-10-01,0.2557112526539278,270,25.57112526539278,26.7249370944245,0.267249370944245
2013-10-02,0.2414225053078556,271,24.142250530785564,19.7854588796185,0.197854588796185
2013-10-03,0.2425690021231422,272,24.256900212314225,23.2816845450933,0.23281684545093298
2013-10-04,0.2595541401273885,273,25.955414012738853,27.0162892332141,0.27016289233214097
2013-10-05,0.2830573248407643,274,28.305732484076433,24.5530393325387,0.24553039332538698
2013-10-06,0.3077070063694267,275,30.77070063694267,23.5465501258111,0.23546550125811097
2013-10-07,0.3331847133757961,276,33.318471337579616,26.3806118394914,0.263806118394914
2013-10-08,0.3384501061571125,277,33.84501061571125,27.4665607204343,0.27466560720434297
2013-10-09,0.3590445859872611,278,35.904458598726116,28.6849423917361,0.286849423917361
2013-10-10,0.3473885350318471,279,34.738853503184714,35.9025294662958,0.359025294662958
2013-10-11,0.3648619957537155,280,36.48619957537155,34.7768507482452,0.347768507482452
2013-10-12,0.3193842887473461,281,31.93842887473461,35.0152297708912,0.35015229770891204
2013-10-13,0.2903609341825902,282,29.036093418259025,32.9360349622566,0.329360349622566
