Day,Interpolated_Td
296,1.3476281278613234
297,1.3488305999149635
298,1.3497288759869877
299,1.3506949817523457
300,1.3511028145186843
301,1.3517329932042754
302,1.3517096099385135
303,1.3516862266727514
304,1.3516628434069895
305,1.351404480382559
306,1.351146117358128
307,1.3508877543336975
308,1.3506293913092668
309,1.3503449260655962
310,1.3500604608219255
311,1.3497759955782547
312,1.349491530334584
313,1.3492070650909134
314,1.3489225998472427
315,1.3481481888766917
316,1.347652017058468
317,1.3466602463977573
318,1.3457295542259344
319,1.3447988620541118
320,1.343868169882289
321,1.342427301887142
322,1.340986433891995
323,1.3400144895567656
324,1.3387570458289304
325,1.337499602101095
326,1.3362421583732598
327,1.3352562497903504
328,1.3342703412074413
329,1.333284432624532
330,1.3323953177305947
331,1.331553773372863
332,1.3307122290151312
333,1.3298706846573995
334,1.3290291402996677
335,1.328187595941936
336,1.3273460515842042
337,1.3264888939144786
338,1.325631736244753
339,1.3247745785750273
340,1.3239174209053015
341,1.323060263235576
342,1.3222031055658503
343,1.3213459478961247
344,1.3204554378220443
345,1.3195340285852655
346,1.3186126193484864
347,1.3176912101117075
348,1.3167698008749287
349,1.3158483916381496
350,1.3149269824013707
351,1.3139677189540917
352,1.3130084555068127
353,1.3120491920595339
354,1.3110899286122548
355,1.3101134836677684
356,1.3091370387232821
357,1.3081605937787957
358,1.3071797312248339
359,1.3062013640295758
360,1.3052229968343174
361,1.3042446296390593
362,1.303266262443801
363,1.3022878952485428
364,1.3013095280532845
